USDA Certificate Type	cert_num	cert_status	name	dba	cust_num	city	state
RESEARCH FACILITY	48-R-0112	ACTIVE	ADVANSTAR COMMUNICATIONS  INC.		44827	LENEXA	KS
RESEARCH FACILITY	48-R-0113	ACTIVE	BROWN MACKIE COLLEGE - KANSAS CITY		323614	LENEXA	KS
RESEARCH FACILITY	48-R-0114	ACTIVE	BROWN MACKIE COLLEGE - SALINA		323240	SALINA	KS
RESEARCH FACILITY	48-R-0115	ACTIVE	I C C VETERINARY TECHNOLOGY PROGRAM		322937	INDEPENDENCE	KS
RESEARCH FACILITY	50-R-0006	ACTIVE	UNIVERSITY OF DELAWARE		45	NEWARK	DE
RESEARCH FACILITY	50-R-0009	ACTIVE	THE NEMOURS FOUNDATION	ALFRED I DUPONT HOSPITAL FOR CHILDREN	47	WILMINGTON	DE
RESEARCH FACILITY	50-R-0013	CANCELLED	STRATEGIC DIAGNOSTICS INC		9014	NEWARK	DE
RESEARCH FACILITY	50-R-0015	ACTIVE	S D I X   L L C		330146	NEWARK	DE
RESEARCH FACILITY	50-R-0016	ACTIVE	DELAWARE TECHNICAL COMMUNITY COLLEGE	VETERINARY TECHNOLOGY PROGRAM	330114	GEORGETOWN	DE
RESEARCH FACILITY	51-R-0006	ACTIVE	THE JOHNS HOPKINS UNIVERSITY		81	BALTIMORE	MD
RESEARCH FACILITY	51-R-0008	CANCELLED	INSECT CONTROL & RESEARCH INC.		82	BALTIMORE	MD
RESEARCH FACILITY	51-R-0009	ACTIVE	MEDIMMUNE LLC		83	GAITHERSBURG	MD
RESEARCH FACILITY	51-R-0011	ACTIVE	SINAI HOSPITAL OF BALTIMORE INC		85	BALTIMORE	MD
RESEARCH FACILITY	51-R-0018	ACTIVE	UNIVERSITY OF MARYLAND  BALTIMORE		89	BALTIMORE	MD
RESEARCH FACILITY	51-R-0020	ACTIVE	SCHOOL OF HEALTH PROFESSIONS	C C B C - ESSEX CAMPUS	90	BALTIMORE	MD
RESEARCH FACILITY	51-R-0029	CANCELLED	NOVASCREEN BIOSCIENCES CORPORATION		476	HANOVER	MD
RESEARCH FACILITY	51-R-0031	ACTIVE	WASHINGTON BIOTECHNOLOGY INC		532	SIMPSONVILLE	MD
RESEARCH FACILITY	51-R-0036	ACTIVE	BIOQUAL INC		93	ROCKVILLE	MD
RESEARCH FACILITY	51-R-0038	CANCELLED	LONZA GROUP LTD		94	WALKERSVILLE	MD
RESEARCH FACILITY	51-R-0046	ACTIVE	THOMAS D MORRIS INC		745	REISTERSTOWN	MD
RESEARCH FACILITY	51-R-0050	ACTIVE	BIOMEDICAL RESEARCH INSTITUTE		513	ROCKVILLE	MD
RESEARCH FACILITY	51-R-0051	ACTIVE	SPRING VALLEY LABORATORIES INC		96	WOODBINE	MD
RESEARCH FACILITY	51-R-0059	CANCELLED	ADVANCED BIOSCIENCE LABS INC		1636	ROCKVILLE	MD
RESEARCH FACILITY	51-R-0072	ACTIVE	MID-ATLANTIC STATES VETERINARY CLINIC		84	ANNAPOLIS	MD
RESEARCH FACILITY	51-R-0082	ACTIVE	BIO RELIANCE CORPORATION		33766	ROCKVILLE	MD
RESEARCH FACILITY	51-R-0083	CANCELLED	AMERICAN RED CROSS	JEROME H HOLLAND LABORATORY	533	ROCKVILLE	MD
RESEARCH FACILITY	51-R-0084	ACTIVE	OTSUKA MARYLAND MEDICINAL LABORATORIES INC		39656	ROCKVILLE	MD
RESEARCH FACILITY	51-R-0086	ACTIVE	FROSTBURG STATE UNIVERSITY		16889	FROSTBURG	MD
RESEARCH FACILITY	51-R-0087	CANCELLED	GENVEC INC		11405	GAITHERSBURG	MD
RESEARCH FACILITY	51-R-0088	CANCELLED	UNIVERSITY OF MARYLAND SCHOOL OF MEDICINE	INSTITUTION OF HUMAN VIROLOGY ANIMAL CORE	322044	BALTIMORE	MD
RESEARCH FACILITY	51-R-0089	CANCELLED	AVANZA LABORATORIES LLC		323797	GAITHERSBURG	MD
RESEARCH FACILITY	51-R-0090	CANCELLED	TACONIC FARMS INC		17508	ROCKVILLE	MD
RESEARCH FACILITY	51-R-0091	ACTIVE	SIGMOVIR BIOSYSTEMS INC		324796	ROCKVILLE	MD
RESEARCH FACILITY	51-R-0092	ACTIVE	NOBLE LIFE SCIENCES INC		13428	GAITHERSBURG	MD
RESEARCH FACILITY	51-R-0093	ACTIVE	SO BRAN INC		325348	BURTONSVILLE	MD
RESEARCH FACILITY	51-R-0095	ACTIVE	UNIVERSITY OF MARYLAND COLLEGE PARK		91	COLLEGE PARK	MD
RESEARCH FACILITY	51-R-0096	ACTIVE	LOYOLA UNIVERSITY MARYLAND		43300	BALTIMORE	MD
RESEARCH FACILITY	51-R-0097	ACTIVE	AVANZA DEVELOPMENT SERVICES L L C		329437	GAITHERSBURG	MD
RESEARCH FACILITY	51-R-0098	CANCELLED	I 2 L RESEARCH U S A INC		328960	BALTIMORE	MD
RESEARCH FACILITY	51-R-0099	ACTIVE	TOWSON UNIVERSITY	OFFICE OF SPONSORED PROGRAM & RESEARCH	86	BALTIMORE	MD
RESEARCH FACILITY	51-R-0100	ACTIVE	VRL MARYLAND LLC		332923	ROCKVILLE	MD
RESEARCH FACILITY	52-R-0001	ACTIVE	BLUE RIDGE COMMUNITY COLLEGE		496	WEYERS CAVE	VA
RESEARCH FACILITY	52-R-0002	ACTIVE	COLLEGE OF WILLIAM AND MARY		504	WILLIAMSBURG	VA
RESEARCH FACILITY	52-R-0003	ACTIVE	EASTERN VIRGINIA MEDICAL SCHOOL		497	NORFOLK	VA
RESEARCH FACILITY	52-R-0004	ACTIVE	GEORGE MASON UNIVERSITY		498	FAIRFAX	VA
RESEARCH FACILITY	52-R-0009	ACTIVE	OLD DOMINION UNIVERSITY		494	NORFOLK	VA
RESEARCH FACILITY	52-R-0011	ACTIVE	UNIVERSITY OF VIRGINIA		495	CHARLOTTESVILLE	VA
RESEARCH FACILITY	52-R-0012	ACTIVE	V A POLYTECHNIC INSTITUTE & STATE UNIVERSITY		492	BLACKSBURG	VA
RESEARCH FACILITY	52-R-0013	ACTIVE	WASHINGTON AND LEE UNIVERSITY		482	LEXINGTON	VA
RESEARCH FACILITY	52-R-0029	ACTIVE	NORTHERN VIRGINIA COMMUNITY COLLEGE		483	STERLING	VA
RESEARCH FACILITY	52-R-0105	CANCELLED	UNIVERSITY OF RICHMOND		1662	RICHMOND	VA
RESEARCH FACILITY	52-R-0111	ACTIVE	MARY BALDWIN COLLEGE		15804	STAUNTON	VA
RESEARCH FACILITY	52-R-0113	ACTIVE	LUNG L L C	REVIVICOR INC	30615	BLACKSBURG	VA
RESEARCH FACILITY	52-R-0114	ACTIVE	ATSCC		31678	VIRGINIA BEACH	VA
RESEARCH FACILITY	52-R-0119	ACTIVE	AMERICAN TYPE CULTURE COLLECTIONS		40337	MANASSAS	VA
RESEARCH FACILITY	52-R-0120	CANCELLED	DIFFUSION PHARMACEUTICALS LLC		31356	CHARLOTTESVILLE	VA
RESEARCH FACILITY	52-R-0121	ACTIVE	CHRISTOPHER NEWPORT UNIVERSITY		35737	NEWPORT NEWS	VA
RESEARCH FACILITY	52-R-0122	ACTIVE	VXL ENTERPRISES LLC		322381	ALEXANDRIA	VA
RESEARCH FACILITY	52-R-0123	ACTIVE	RADFORD UNIVERSITY		25167	RADFORD	VA
RESEARCH FACILITY	52-R-0124	ACTIVE	VIRGINIA COMMONWEALTH UNIVERSITY		493	RICHMOND	VA
RESEARCH FACILITY	52-R-0125	CANCELLED	TEAM CRUCIBLE LLC		326824	FREDERICKSBURG	VA
RESEARCH FACILITY	52-R-0126	CANCELLED	WASHINGTON BUSINESS SCHOOL	SANFORD BROWN COLLEGE	327060	MCLEAN	VA
RESEARCH FACILITY	52-R-0127	CANCELLED	PROGENETICS L L C		19485	BLACKSBURG	VA
RESEARCH FACILITY	52-R-0128	ACTIVE	OPERATIONAL MEDICINE CONSULTANTS L L C		328004	RICHMOND	VA
RESEARCH FACILITY	52-R-0129	ACTIVE	TIER ONE QUALITY SOLUTIONS	T Q S CORP	327195	VIRGINIA BEACH	VA
RESEARCH FACILITY	52-R-0130	ACTIVE	JAMES MADISON UNIVERSITY		330020	HARRISONBURG	VA
RESEARCH FACILITY	52-R-0131	ACTIVE	GOV SOURCE INCORPORATED		330617	RESTON	VA
RESEARCH FACILITY	52-R-0132	ACTIVE	LEGION O T G INC		330560	PARTLOW	VA
RESEARCH FACILITY	54-R-0001	ACTIVE	WEST VIRGINIA UNIVERSITY		276	MORGANTOWN	WV
RESEARCH FACILITY	54-R-0002	ACTIVE	W V SCHOOL OF OSTEOPATHIC MEDICINE		277	LEWISBURG	WV
RESEARCH FACILITY	54-R-0003	ACTIVE	PIERPONT COMMUNITY TECHNICAL COLLEGE		278	FAIRMONT	WV
RESEARCH FACILITY	54-R-0004	ACTIVE	MARSHALL UNIVERSITY		279	HUNTINGTON	WV
RESEARCH FACILITY	54-R-0008	ACTIVE	CARVER CAREER CENTER		321496	CHARLESTON	WV
RESEARCH FACILITY	54-R-0009	ACTIVE	MOUNTWEST COMMUNITY AND TECHNICAL COLLEGE		332788	HUNTINGTON	WV
RESEARCH FACILITY	55-R-0001	ACTIVE	WAKE FOREST UNIVERSITY		825	WINSTON SALEM	NC
RESEARCH FACILITY	55-R-0002	CANCELLED	RESEARCH TRIANGLE INSTITUTE		861	RESEARCH TRIANGLE PA	NC
RESEARCH FACILITY	55-R-0003	ACTIVE	DUKE UNIVERSITY		863	DURHAM	NC
RESEARCH FACILITY	55-R-0004	ACTIVE	UNIVERSITY OF NORTH CAROLINA	@ CHAPEL HILL	826	CHAPEL HILL	NC
RESEARCH FACILITY	55-R-0005	ACTIVE	NORTH CAROLINA STATE UNIVERSITY		842	RALEIGH	NC
RESEARCH FACILITY	55-R-0007	ACTIVE	UNIVERSITY OF NORTH CAROLINA @ CHARLOTTE		829	CHARLOTTE	NC
RESEARCH FACILITY	55-R-0010	ACTIVE	EAST CAROLINA UNIVERSITY		819	GREENVILLE	NC
RESEARCH FACILITY	55-R-0013	ACTIVE	GREER LABORATORIES INC	ALBION MEDICAL HOLDINGS INC	821	LENOIR	NC
RESEARCH FACILITY	55-R-0019	ACTIVE	CENTRAL CAROLINA COMMUNITY COLLEGE		862	SANFORD	NC
RESEARCH FACILITY	55-R-0021	CANCELLED	UNIVERSITY OF NORTH CAROLINA @ GREENSBORO		823	GREENSBORO	NC
RESEARCH FACILITY	55-R-0022	ACTIVE	NORTH CAROLINA A&T STATE UNIVERSITY		813	GREENSBORO	NC
RESEARCH FACILITY	55-R-0107	ACTIVE	CAROLINAS MEDICAL CENTER		808	CHARLOTTE	NC
RESEARCH FACILITY	55-R-0108	ACTIVE	INTEGRATED LABORATORY SYSTEMS INC		815	RESEARCH TRIANGLE PA	NC
RESEARCH FACILITY	55-R-0114	ACTIVE	GASTON COLLEGE/VET TECH PROGRAM		988	DALLAS	NC
RESEARCH FACILITY	55-R-0123	ACTIVE	SYNECOR LLC		21633	DURHAM	NC
RESEARCH FACILITY	55-R-0124	ACTIVE	APPALACHIAN STATE UNIVERSITY		15718	BOONE	NC
RESEARCH FACILITY	55-R-0125	ACTIVE	AB TECH COLLEGE		28373	ASHEVILLE	NC
RESEARCH FACILITY	55-R-0126	CANCELLED	UROGENIX		34167	DURHAM	NC
RESEARCH FACILITY	55-R-0127	ACTIVE	GRIFOLS INC		34465	CLAYTON	NC
RESEARCH FACILITY	55-R-0129	CANCELLED	THE HAMNER INSTITUTES		39776	RESEARCH TRIANGLE PA	NC
RESEARCH FACILITY	55-R-0130	ACTIVE	BRADFORD SCHOOLS INC		40697	CHARLOTTE	NC
RESEARCH FACILITY	55-R-0135	ACTIVE	ADS MEDICAL SUPPORT TEAM INTERNATIONAL		45213	FAYETTEVILLE	NC
RESEARCH FACILITY	55-R-0136	ACTIVE	MOLECULAR TOXICOLOGY INC		1638	BOONE	NC
RESEARCH FACILITY	55-R-0137	CANCELLED	REMOTE SOLUTIONS LLC		322663	RALEIGH	NC
RESEARCH FACILITY	55-R-0139	ACTIVE	DAVID H MURDOCK RESEARCH INSTITUTE		322728	KANNAPOLIS	NC
RESEARCH FACILITY	55-R-0140	CANCELLED	MEDICAL TRAINING AND EDUCATIONAL SUPPORT SERVICES		326221	FAYETTEVILLE	NC
RESEARCH FACILITY	55-R-0141	ACTIVE	ATLANTIC COAST COLLEGES	MILLER MOTTE COLLEGE	325561	RALEIGH	NC
RESEARCH FACILITY	55-R-0142	ACTIVE	POWERED RESEARCH L L C		327788	DURHAM	NC
RESEARCH FACILITY	55-R-0143	CANCELLED	SOUTHEAST SWINE RESEARCH L L C		328006	KINSTON	NC
RESEARCH FACILITY	55-R-0144	CANCELLED	GLOBAL VACCINES INC		325021	RESEARCH TRIANGLE PARK	NC
RESEARCH FACILITY	55-R-0146	ACTIVE	ABERRANT INC		331472	RALEIGH	NC
RESEARCH FACILITY	55-R-0147	ACTIVE	TYRA TECH		331429	MORRISVILLE	NC
RESEARCH FACILITY	56-R-0001	ACTIVE	MEDICAL UNIVERSITY OF SOUTH CAROLINA		925	CHARLESTON	SC
RESEARCH FACILITY	56-R-0002	ACTIVE	CLEMSON UNIVERSITY		926	CLEMSON	SC
RESEARCH FACILITY	56-R-0003	ACTIVE	UNIVERSITY OF SOUTH CAROLINA	AT COLUMBIA	901	COLUMBIA	SC
RESEARCH FACILITY	56-R-0004	ACTIVE	TRI-COUNTY TECHNICAL COLLEGE		902	PENDLETON	SC
RESEARCH FACILITY	56-R-0105	ACTIVE	ALPHA GENESIS INC		905	YEMASSEE	SC
RESEARCH FACILITY	56-R-0109	ACTIVE	TRIDENT TECHNICAL COLLEGE		11563	CHARLESTON	SC
RESEARCH FACILITY	56-R-0110	ACTIVE	TECHNICAL SERVICES SPECIALISTS INC		10055	WALTERBORO	SC
RESEARCH FACILITY	56-R-0112	ACTIVE	COLLEGE OF CHARLESTON - RESCH & GRANTS ADMIN		9968	CHARLESTON	SC
RESEARCH FACILITY	56-R-0113	CANCELLED	GENPHAR INC		32308	MT PLEASANT	SC
RESEARCH FACILITY	56-R-0114	ACTIVE	BENEDICT COLLEGE		903	COLUMBIA	SC
RESEARCH FACILITY	56-R-0115	ACTIVE	PRESBYTERIAN COLLEGE		39769	CLINTON	SC
RESEARCH FACILITY	56-R-0116	ACTIVE	COASTAL CAROLINA UNIVERSITY		39090	CONWAY	SC
RESEARCH FACILITY	56-R-0117	ACTIVE	PIEDMONT TECH COLLEGE		40261	GREENWOOD	SC
RESEARCH FACILITY	56-R-0118	CANCELLED	WHALE BRANCH ANIMAL SERVICES INC		7873	SEABROOK	SC
RESEARCH FACILITY	56-R-0119	ACTIVE	FRANCIS MARION UNIVERSITY		16591	FLORENCE	SC
RESEARCH FACILITY	57-R-0002	ACTIVE	GEORGIA REGENTS UNIVERSITY		895	AUGUSTA	GA
RESEARCH FACILITY	57-R-0003	ACTIVE	EMORY UNIVERSITY		896	ATLANTA	GA
RESEARCH FACILITY	57-R-0004	ACTIVE	MERCER UNIVERSITY		910	MACON	GA
RESEARCH FACILITY	57-R-0005	ACTIVE	UNIVERSITY OF GEORGIA		900	ATHENS	GA
RESEARCH FACILITY	57-R-0010	ACTIVE	GEORGIA INSTITUTE OF TECHNOLOGY		891	ATLANTA	GA
RESEARCH FACILITY	57-R-0012	ACTIVE	GEORGIA STATE UNIVERSITY		907	ATLANTA	GA
RESEARCH FACILITY	57-R-0015	ACTIVE	T R S LABS INC		884	ATHENS	GA
RESEARCH FACILITY	57-R-0017	ACTIVE	FORT VALLEY STATE UNIVERSITY		885	FORT VALLEY	GA
RESEARCH FACILITY	57-R-0023	ACTIVE	DIFCO LABORATORIES	LEE LABORATORIES	880	GRAYSON	GA
RESEARCH FACILITY	57-R-0101	CANCELLED	NORTHSIDE HOSPITAL		881	ATLANTA	GA
RESEARCH FACILITY	57-R-0110	ACTIVE	MEMORIAL HEALTH UNIVERSITY MC		971	SAVANNAH	GA
RESEARCH FACILITY	57-R-0116	ACTIVE	MERIAL INC		1719	DULUTH	GA
RESEARCH FACILITY	57-R-0119	CANCELLED	OGEECHEE TECHNICAL COLLEGE		18033	STATESBORO	GA
RESEARCH FACILITY	57-R-0120	ACTIVE	VALDOSTA STATE UNIVERSITY		33666	VALDOSTA	GA
RESEARCH FACILITY	57-R-0121	ACTIVE	GEORGIA SOUTHERN UNIVERSITY		37673	STATESBORO	GA
RESEARCH FACILITY	57-R-0122	ACTIVE	T3 LABS		38366	ATLANTA	GA
RESEARCH FACILITY	57-R-0124	ACTIVE	MOREHOUSE SCHOOL OF MEDICINE		883	ATLANTA	GA
RESEARCH FACILITY	57-R-0125	CANCELLED	HADES LLC		326451	POOLER	GA
RESEARCH FACILITY	57-R-0126	ACTIVE	SOUTHWEST GEORGIA TECHNICAL COLLEGE		327314	THOMASVILLE	GA
RESEARCH FACILITY	57-R-0127	ACTIVE	OGEECHEE TECHNICAL COLLEGE		18033	STATESBORO	GA
RESEARCH FACILITY	58-R-0001	ACTIVE	FLORIDA STATE UNIVERSITY		873	TALLAHASSEE	FL
RESEARCH FACILITY	58-R-0003	ACTIVE	UNIVERSITY OF FLORIDA		859	GAINESVILLE	FL
RESEARCH FACILITY	58-R-0005	ACTIVE	MOUNT SINAI MEDICAL CENTER		871	MIAMI BEACH	FL
RESEARCH FACILITY	58-R-0007	ACTIVE	UNIVERSITY OF MIAMI		872	MIAMI	FL
RESEARCH FACILITY	58-R-0012	ACTIVE	FAMU COLLEGE OF PHARMACY		874	TALLAHASSEE	FL
RESEARCH FACILITY	58-R-0015	ACTIVE	UNIVERSITY OF SOUTH FLORIDA		930	TAMPA	FL
RESEARCH FACILITY	58-R-0021	ACTIVE	THE MANNHEIMER FOUNDATION INC		868	HOMESTEAD	FL
RESEARCH FACILITY	58-R-0023	ACTIVE	ST PETERSBURG COLLEGE		914	LARGO	FL
RESEARCH FACILITY	58-R-0035	CANCELLED	FLORIDA ATLANTIC UNIVERSITY		908	BOCA RATON	FL
RESEARCH FACILITY	58-R-0041	ACTIVE	MOTE MARINE LABORATORY		909	SARASOTA	FL
RESEARCH FACILITY	58-R-0121	ACTIVE	DUMOND CONSERVANCY FOR PRIMATES & TROPIC		1663	MIAMI	FL
RESEARCH FACILITY	58-R-0126	ACTIVE	EASTERN FLORIDA STATE COLLEGE		1796	COCOA	FL
RESEARCH FACILITY	58-R-0128	ACTIVE	LEMUR CONSERVATION FOUNDATION		9738	MYAKKA CITY	FL
RESEARCH FACILITY	58-R-0131	ACTIVE	LUBEE FOUNDATION INC		3082	GAINESVILLE	FL
RESEARCH FACILITY	58-R-0136	ACTIVE	FLORIDA INTERNATIONAL UNIVERSITY		26622	MIAMI	FL
RESEARCH FACILITY	58-R-0137	CANCELLED	INTERNATIONAL INSTITUTE FOR BIOMEDICAL RESEARCH		22152	TREASURE ISLAND	FL
RESEARCH FACILITY	58-R-0138	ACTIVE	HILLSBOROUGH COMMUNITY COLLEGE		38000	PLANT CITY	FL
RESEARCH FACILITY	58-R-0142	ACTIVE	NORTH AMERICAN VETERINARY CONFERENCE		322245	GAINESVILLE	FL
RESEARCH FACILITY	58-R-0143	CANCELLED	ORLANDO HEALTH MEDICAL EDUCATION 	RESEARCH & TRAINING CENTER	323103	ORLANDO	FL
RESEARCH FACILITY	58-R-0144	ACTIVE	PRIMATE PRODUCTS INC		1298	IMMOKALEE	FL
RESEARCH FACILITY	58-R-0145	ACTIVE	CHI INSTITUTE 		323624	REDDICK	FL
RESEARCH FACILITY	58-R-0146	ACTIVE	MAX PLANCK FLORIDA CORPORATION	MAX PLANCK FLORIDA INSTITUTE FOR NEUROSCIENCE	325208	JUPITER	FL
RESEARCH FACILITY	58-R-0148	ACTIVE	PENSACOLA STATE COLLEGE		324274	PENSACOLA	FL
RESEARCH FACILITY	58-R-0149	ACTIVE	ULTRASOUND TECHNICAL SERVICES INC	SANFORD BROWN INSTITUTE	325941	FORT LAUDERDALE	FL
RESEARCH FACILITY	58-R-0150	ACTIVE	MIAMI DADE COLLEGE MEDICAL CENTER CAMPUS		29942	MIAMI	FL
RESEARCH FACILITY	58-R-0151	CANCELLED	K9 LOG OPS		326386	EDGEWATER	FL
RESEARCH FACILITY	58-R-0152	CANCELLED	WORLDWIDE PRIMATES INC		3261	MIAMI	FL
RESEARCH FACILITY	58-R-0153	ACTIVE	FLORIDA HOSPITAL - NICHOLSON CENTER	FLORIDA HOSPITAL	40853	CELEBRATION	FL
RESEARCH FACILITY	58-R-0154	ACTIVE	VACCINE AND GENE THERAPY INSTITUTE FLORIDA		329141	PORT SAINT LUCIE	FL
RESEARCH FACILITY	58-R-0155	ACTIVE	UNIVERSITY OF CENTRAL FLORIDA	OFFICE OF RESEARCH & COMMERCIALIZATION	875	ORLANDO	FL
RESEARCH FACILITY	58-R-0156	ACTIVE	UNIVERSITY OF WEST FLORIDA		328622	PENSACOLA	FL
RESEARCH FACILITY	58-R-0157	ACTIVE	INSTITUTE OF TECHNICAL ARTS L L C		331322	CASSELBERRY	FL
RESEARCH FACILITY	58-R-0158	ACTIVE	SANFORD BROWN COLLEGE	INTL ACADEMY OF DESIGN & TECHNOLOGY	330554	TAMPA	FL
RESEARCH FACILITY	61-R-0001	ACTIVE	UNIVERSITY OF LOUISVILLE		897	LOUISVILLE	KY
RESEARCH FACILITY	61-R-0002	ACTIVE	UNIVERSITY OF KENTUCKY		898	LEXINGTON	KY
RESEARCH FACILITY	61-R-0004	ACTIVE	MOREHEAD STATE UNIVERSITY		888	MOREHEAD	KY
RESEARCH FACILITY	61-R-0008	ACTIVE	MURRAY STATE UNIVERSITY		860	MURRAY	KY
RESEARCH FACILITY	61-R-0111	ACTIVE	OWENSBORO COMMUNITY & TECHNICAL COLLEGE	O C T C VETERINARY TECHNOLOGY	329595	OWENSBORO	KY
RESEARCH FACILITY	61-R-0112	ACTIVE	KENTUCKY STATE UNIVERSITY		330468	FRANKFORT	KY
RESEARCH FACILITY	61-R-0113	ACTIVE	BROWN MACKIE COLLEGE LOUISVILLE INC		44211	LOUISVILLE	KY
RESEARCH FACILITY	63-R-0001	ACTIVE	UNIVERSITY OF TENNESEE - CHATTANOOGA	COLLEGE OF MEDICINE	29	CHATTANOOGA	TN
RESEARCH FACILITY	63-R-0002	ACTIVE	MEHARRY MEDICAL COLLEGE	ANIMAL CARE FACILITY	851	NASHVILLE	TN
RESEARCH FACILITY	63-R-0005	ACTIVE	VANDERBILT UNIVERSITY		858	NASHVILLE	TN
RESEARCH FACILITY	63-R-0006	ACTIVE	UNIVERSITY OF MEMPHIS		852	MEMPHIS	TN
RESEARCH FACILITY	63-R-0007	ACTIVE	ST JUDE CHILDRENS RESEARCH HOSPITAL		845	MEMPHIS	TN
RESEARCH FACILITY	63-R-0011	ACTIVE	EAST TENNESSEE STATE UNIVERSITY		853	JOHNSON CITY	TN
RESEARCH FACILITY	63-R-0014	ACTIVE	COLUMBIA STATE COMMUNITY COLLEGE		846	COLUMBIA	TN
RESEARCH FACILITY	63-R-0019	ACTIVE	LINCOLN MEMORIAL UNIVERSITY		847	HARROGATE	TN
RESEARCH FACILITY	63-R-0105	ACTIVE	UNIV OF TENNESSEE KNOXVILLE OFF LAB AN CARE		843	KNOXVILLE	TN
RESEARCH FACILITY	63-R-0107	ACTIVE	UNIVERSITY OF TENNESSEE - MEMPHIS		841	MEMPHIS	TN
RESEARCH FACILITY	63-R-0113	ACTIVE	MEDICAL EDUCATION & RESEARCH INSTITUTE		1009	MEMPHIS	TN
RESEARCH FACILITY	63-R-0116	ACTIVE	NEOTECH L L C		17184	DRESDEN	TN
RESEARCH FACILITY	63-R-0117	ACTIVE	SEWANEE THE UNIVERSITY OF THE SOUTH 		999	SEWANEE	TN
RESEARCH FACILITY	63-R-0119	ACTIVE	UNIVERSITY TENNESSEE - MARTIN		37207	MARTIN	TN
RESEARCH FACILITY	63-R-0120	ACTIVE	EAST TENNESSEE CLINICAL RESEARCH INC		39091	ROCKWOOD	TN
RESEARCH FACILITY	63-R-0122	ACTIVE	MERIDIAN INSTITUTE FOR SURGICAL ASSISTING		322496	JOELTON	TN
RESEARCH FACILITY	63-R-0123	ACTIVE	PLURIS RESEARCH INC		329240	FRANKLIN	TN
RESEARCH FACILITY	63-R-0124	ACTIVE	VOLUNTEER STATE COMMUNITY COLLEGE		329851	GALLATIN	TN
RESEARCH FACILITY	63-R-0125	ACTIVE	MEMPHIS SPECIALIZED OPERATIONS INC	TRIMETIS	330321	MEMPHIS	TN
RESEARCH FACILITY	63-R-0126	ACTIVE	THE UNIVERSITY OF TENNESSEE - CHATTANOOGA		43010	CHATTANOOGA	TN
RESEARCH FACILITY	63-R-0127	ACTIVE	MARS PETCARE U S		25886	FRANKLIN	TN
RESEARCH FACILITY	64-R-0001	ACTIVE	SOUTHERN RESEARCH INSTITUTE		878	BIRMINGHAM	AL
RESEARCH FACILITY	64-R-0002	ACTIVE	TUSKEGEE UNIVERSITY		857	TUSKEGEE	AL
RESEARCH FACILITY	64-R-0004	ACTIVE	UNIVERSITY OF ALABAMA AT BIRMINGHAM		832	BIRMINGHAM	AL
RESEARCH FACILITY	64-R-0005	ACTIVE	AUBURN UNIVERSITY		833	AUBURN	AL
RESEARCH FACILITY	64-R-0008	ACTIVE	UNIVERSITY OF SOUTH ALABAMA	COLLEGE OF MEDICINE	854	MOBILE	AL
RESEARCH FACILITY	64-R-0009	ACTIVE	UNIVERSITY OF ALABAMA		834	TUSCALOOSA	AL
RESEARCH FACILITY	64-R-0018	ACTIVE	SOUTHERN BIOTECHNOLOGY ASSOCIATES INC		835	BIRMINGHAM	AL
RESEARCH FACILITY	64-R-0102	ACTIVE	BLUE RIDGE KENNEL		928	WETUMPKA	AL
RESEARCH FACILITY	64-R-0104	ACTIVE	GEMINI RESEARCH OF ALABAMA	BROWN FAMILY ENTERPRISES, L L C	1728	ODENVILLE	AL
RESEARCH FACILITY	64-R-0106	CANCELLED	STRUCTURAL RESEARCH CENTER		807	MOBILE	AL
RESEARCH FACILITY	64-R-0108	CANCELLED	SOUTHERN RESEARCH TECHNOLOGIES INC		323930	NOTASULGA	AL
RESEARCH FACILITY	64-R-0109	CANCELLED	VULCAN BIOTECHNOLOGIES L L C		323502	TUSCALOOSA	AL
RESEARCH FACILITY	64-R-0110	CANCELLED	OUTLAND BIOTECH L L C		326637	TUSCALOOSA	AL
RESEARCH FACILITY	65-R-0001	ACTIVE	UNIVERSITY OF MISSISSIPPI		839	UNIVERSITY	MS
RESEARCH FACILITY	65-R-0002	ACTIVE	MISSISSIPPI STATE UNIVERSITY		837	MISSISSIPPI STATE	MS
RESEARCH FACILITY	65-R-0102	ACTIVE	UNIVERSITY OF MISSISSIPPI MEDICAL CENTER		844	JACKSON	MS
RESEARCH FACILITY	65-R-0505	ACTIVE	UNIVERSITY OF SOUTHERN MISSISSIPPI		953	HATTIESBURG	MS
RESEARCH FACILITY	65-R-0506	ACTIVE	HINDS COMMUNITY COLLEGE/VET TECH		326536	RAYMOND	MS
RESEARCH FACILITY	71-R-0001	ACTIVE	UNIVERSITY OF ARKANSAS		1470	FAYETTEVILLE	AR
RESEARCH FACILITY	71-R-0011	ACTIVE	UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES		1457	LITTLE ROCK	AR
RESEARCH FACILITY	71-R-0012	ACTIVE	UNIVERSITY OF ARKANSAS - LITTLE ROCK		1456	LITTLE ROCK	AR
RESEARCH FACILITY	71-R-0100	ACTIVE	ARKANSAS CHILDREN'S HOSP RESEARCH INST.		1408	LITTLE ROCK	AR
RESEARCH FACILITY	71-R-0104	ACTIVE	UNIVERSITY OF THE OZARKS		8977	CLARKSVILLE	AR
RESEARCH FACILITY	71-R-0106	ACTIVE	HENDRIX COLLEGE		1419	CONWAY	AR
